"determinand_id","determinand_desc","definition","unit_of_measure","unit_of_measure_desc"
7892,"TOT.ORG-TIN","Organo Tin : Total as Sn","mg/kg","MILLIGRAM PER KILOGRAM"
8796,"Cyromazine","Cyromazine","ug/l","MICROGRAM PER LITRE"
3967,"Iprodione","Iprodione","ng/l","NANOGRAM PER LITRE"
9940,"Organ WWt","Weight of Organ : Wet Wt","g","GRAM"
4921,"HF","Hydrogen Fluoride","mg/m3","Milligrams per cubic metre"
3587,"Chromium","Chromium","ug/m3","Micrograms per cubic metre"
5825,"3ClTolueneLW","3-Chlorotoluene, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9560,"11Dichlorthn","1,1-Dichloroethylene :- {1,1-Dichloroethene}","mg/l","MILLIGRAM PER LITRE"
6729,"N - Partic","Nitrogen, Particulate as N","mg/l","MILLIGRAM PER LITRE"
4731,"14Dichlrbnzn","1,4-Dichlorobenzene","ug/m3","Micrograms per cubic metre"
3397,"Dimethenamid","Dimethenamid","ug/l","MICROGRAM PER LITRE"
9370,"Dont Use Det","OBSOLETE : DO NOT USE THIS DET","unitless","UNITLESS VALUE"
806,"Cholestrol","Cholesterol","mg/l","MILLIGRAM PER LITRE"
4541,"3+4NAniln LD","3 + 4 Nitroaniline, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6349,"Porifera","Porifera (phylum)","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
6159,"Caenis-rivul","Caenis rivulorum","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
4161,"tHept Ep L","trans-Heptachlor epoxide, Leachable","ug/l","MICROGRAM PER LITRE"
5065,"Pb 8:1 S2 D","Lead, L/S 8:1 : 12457-3 Stage 2 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
236,"Mg - Partic","Magnesium, Particulate","mg/l","MILLIGRAM PER LITRE"
7113,"OBB EtherDWt","Octabromobiphenyl ether : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8017,"Met Grp 62","Metals : Total ( Pb Zn ) : Group 62","mg/l","MILLIGRAM PER LITRE"
5997,"DiEtEtherDW","Diethyl Ether : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
978,"ChloriteClO2","Chlorite as ClO2","mg/l","MILLIGRAM PER LITRE"
6951,"Diuron DWt","Diuron : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8949,"3Me1Butanol","3-Methyl-1-butanol :- {iso-Amyl alcohol}","% w/w","Percent Wt/Wt"
1932,"Frustulia","Frustilia","no/ml","NUMBER PER MILLILITRE"
9903,"Solids >63","Solids, Suspended : >63 Micron","mg/l","MILLIGRAM PER LITRE"
8569,"V  DWT","Vanadium : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6381,"Nitrite - N","Nitrite as N","mg/l","MILLIGRAM PER LITRE"
8379,"PropiconaWW","Propiconazole : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7285,"METHANOL DW","Methanol : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6191,"Hydropsych-a","Hydropsyche angustipennis","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
3600,"Antimony","Antimony","ug/m3","Micrograms per cubic metre"
9333,"CarbonTetHLd","Carbon tetrachloride : High Load :- {Tetrachloromethane}","kg/tide","KILOGRAMS PER TIDE"
7095,"GSF84.3-64.6","Grain Size Fraction : 84.3 to 64.6 microns","%","PERCENTAGE"
4504,"DibenzfuranL","Dibenzofuran , Leachable","ug/l","MICROGRAM PER LITRE"
2266,"Mougeotia","Mougeotia","no/ml","NUMBER PER MILLILITRE"
1172,"DtrgtAncSynD","Detergents, Anionic : Dry Wt","%","PERCENTAGE"
5408,"Enrofloxacin","Enrofloxacin","ug/l","MICROGRAM PER LITRE"
4314,"Aldrin LDW","Aldrin, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3220,"TRANSNON W","trans-Nonachlor : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
4124,"Gonium","Gonium","pres/nf","PRESENT/NOT FOUND"
8791,"SI-NMFMS","Suite Indicator : NMFMS","unitless","UNITLESS VALUE"
4866,"nBtBzSulAmid","n-ButylBenzenesulphonamide","ug/l","MICROGRAM PER LITRE"
6914,"Methidathion","Methidathion","ng/l","NANOGRAM PER LITRE"
4676,"Cyclopentane","Cyclopentane","ug/m3","Micrograms per cubic metre"
7818,"Cr+Ni+Zn","Metals : Total ( Cr Ni Zn )","mg/l","MILLIGRAM PER LITRE"
5820,"PirimicarbLW","Pirimicarb, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
3582,"Cyanide Tot","Cyanide : Total as CN","mg/m3","Milligrams per cubic metre"
4486,"HxClEthaneLD","Hexachloroethane, Leachable : Dry WT","ug/kg","MICROGRAM PER KILOGRAM"
7628,"H-Carbons(f)","Hydrocarbons : Total as Fortes","mg/l","MILLIGRAM PER LITRE"
3392,"Lead Load","Lead : Total load","kg/d","KILOGRAM PER DAY"
801,"ManoxolOTDry","Detergents, Anionic : Dry Wt as Manoxol OT","g/kg","GRAM PER KILOGRAM"
4296,"cChlrdn L DW","cis-Chlordane, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7438,"GLYCOLS DEG","Glycols : Total as Diethylene Glycol","mg/l","MILLIGRAM PER LITRE"
5440,"Lincomyci DW","Lincomycin : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6344,"Hydracarina","Hydracarina","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7248,"DMM dwt","Dimethoxymethane : Dry Wt :- {Dimethoxylmethane}","ug/kg","MICROGRAM PER KILOGRAM"
5250,"MTBE Lch DW","MTBE, Leachable : Dry Wt :- {Methyl tert-butyl ether}","mg/kg","MILLIGRAM PER KILOGRAM"
6154,"Ephemera Sp.","Ephemera sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
1325,"Sn - Wet Wt","Tin : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
7058,"Triazophos","Triazophos","mg/l","MILLIGRAM PER LITRE"
5060,"Sb 2:1 S1 D","Antimony, L/S 2:1 : 12457-3 Stage 1 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
231,"Be-Filtered","Beryllium, Dissolved","mg/l","MILLIGRAM PER LITRE"
2229,"Elakatothrix","Elakatothrix","no/ml","NUMBER PER MILLILITRE"
1135,"Spirogyra","Spirogyra","no/ml","NUMBER PER MILLILITRE"
9106,"Flo24HrWDy06","Flow : Total to works, 24 Hour : Day 06","ml","MEGALITRE"
8012,"Met Grp 57","Metals : Total ( Cr Pb Zn ) : Group 57","mg/l","MILLIGRAM PER LITRE"
5992,"NitCell Lch","Nitrocellulose, Leachable :- {NC}","ug/l","MICROGRAM PER LITRE"
6896,"Aroclor 1260","PCB : Total as Aroclor 1260","ug/l","MICROGRAM PER LITRE"
9848,"Vol Filt PA","Preparation : Volume filtered for Particulate analysis","ml","MILLILITRE"
9658,"Americium241","Americium Am-241","bq/l","BECQUERELS PER LITRE"
8564,"Pb DWT","Lead : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8374,"3ClToluenWW","3-Chlorotoluene : Wet Wt :- {1-Chloro-3-methylbenzene}","ug/kg","MICROGRAM PER KILOGRAM"
7280,"LIPxdw","Lipids, Extractable : Dry Wt","%","PERCENTAGE"
9278,"Tax Dyes","Tax dyes in oils","text","Text Result"
3355,"Spills Yr","Annual spills - 12:24 counting methodology","no.","NUMBER"
7090,"ChlorntdPhnl","Chlorinated Phenols","ug/l","MICROGRAM PER LITRE"
5403,"Tiamulin","Tiamulin","ug/l","MICROGRAM PER LITRE"
3165,"Pb - Load","Lead : Load","kg/ann","KILOGRAM PER ANNUM"
6307,"Valvatidae","Valvatidae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
4069,"Irgarol 1051","Irgarol 1051","ng/l","NANOGRAM PER LITRE"
6117,"Chlorperl-to","Chloroperla torrentium","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
5023,"Penconazole","Penconazole","ug/l","MICROGRAM PER LITRE"
5765,"4MePhenol LW","4-Methylphenol, Leachable : Wet Wt :- {p-Cresol}","ug/kg","MICROGRAM PER KILOGRAM"
936,"E.coli Cols","Escherichia coli : Colonies","no/ml","NUMBER PER MILLILITRE"
6669,"Phenol DryWt","Phenol : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4671,"nPropyl Acet","n-Propyl Acetate","ug/m3","Micrograms per cubic metre"
7813,"Calc Val 26","OBSOLETE : SAME DET AS 7200 - THUS NOT USED","mg/l","MILLIGRAM PER LITRE"
6479,"DMF","Dimethyl formamide :- {DMF}","mg/l","MILLIGRAM PER LITRE"
8717,"H2S v/v","Hydrogen Sulphide : as % V/V","%","PERCENTAGE"
4481,"Naphthln LD","Naphthalene, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5385,"TrifluralinD","Trifluralin : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6289,"Naididae","Naididae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
8527,"WHITE SPIRIT","White Spirit","ug/m3","Micrograms per cubic metre"
4291,"Cyanazine L","Cyanazine, Leachable","ug/l","MICROGRAM PER LITRE"
7433,"MTXG05","Microtox gamma, 5 Minutes","%","PERCENTAGE"
8337,"Bi Diss","Bismuth, Dissolved","ug/l","MICROGRAM PER LITRE"
6099,"Leuctra-hipp","Leuctra hippopus","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
3508,"N Oxisd Calc","Nitrogen, Total Oxidised : Load as N","mg/s","MILLIGRAMS PER SEC"
7243,"Dets AnionWW","Detergents, Anionic : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
176,"Dichromat-Cr","Dichromate as Cr","mg/l","MILLIGRAM PER LITRE"
8147,"2Cl6NitTolDW","2-Chloro-6-nitrotoluene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3318,"MCPA","MCPA :- {4-Chloro-2-methylphenoxyacetic acid}","ng/l","NANOGRAM PER LITRE"
3128,"Mevinphos","Mevinphos","ng/l","NANOGRAM PER LITRE"
1130,"Pediastrum","Pediastrum","no/ml","NUMBER PER MILLILITRE"
9101,"Flo24HrWDy01","Flow : Total to works, 24 Hour : Day 01","ml","MEGALITRE"
7985,"Met Grp 30","Metals : Total ( Cd Cr Cu Ni Pb Zn Zr ) : Group 30","mg/l","MILLIGRAM PER LITRE"
6891,"FLUORANTHENE","Fluoranthene, Particulate","ug/l","MICROGRAM PER LITRE"
7795,"Met Grp 38","Metals : Total ( Cr Cu Pb Zn ), Dissolved : Group 38","mg/l","MILLIGRAM PER LITRE"
5918,"PAH PREPARAT","Preparation : PAH","unitless","UNITLESS VALUE"
3920,"DimethoatWWT","Dimethoate : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9653,"Caesium 137","Caesium Cs-137","bq/kg","BECQUERELS PER KILOGRAM"
3730,"Noro GII CN","Norovirus Genogroup II Gene copy number","c no/l","Gene Copy Numbers / litre"
9463,"Chlorfrm30Hd","Chloroform : High load - 30 days :- {Trichloromethane}","kg/30d","KILOGRAM/30 DAY"
9273,"ExbyCyclohex","Substances Extractable by Cyclohexane","mg/l","MILLIGRAM PER LITRE"
709,"TBT Wet Wt","Tributyl Tin : Wet Wt as Cation","ug/kg","MICROGRAM PER KILOGRAM"
3350,"DiMeAmine","Dimethylamine","kg/d","KILOGRAM PER DAY"
5348,"3-NAnilineDW","3-Nitroaniline : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5158,"PrprnololHCl","Propranolol hydrochloride","ug/l","MICROGRAM PER LITRE"
6302,"Helobdella-s","Helobdella stagnalis","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7206,"Met Grp 88","Metals : Total ( Ag Cr Cu Ni Pb Zn ) : Group 88","ug/l","MICROGRAM PER LITRE"
139,"Sld Sus@180C","Solids, Suspended at 180 C","mg/l","MILLIGRAM PER LITRE"
6112,"Perlidae","Perlidae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
4996,"Chryse C2","C2 Chrysene","ng/l","NANOGRAM PER LITRE"
7948,"Tin Di as Sn","Dibutyl Tin as Sn","ug/l","MICROGRAM PER LITRE"
7758,"OILsep","Oil Separable","mg/l","MILLIGRAM PER LITRE"
5760,"Oil ID L","Oil Identification, Leachable","text","Text Result"
8902,"PCB 18 WW","PCB - 018 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6664,"Oxadixyl","Oxadixyl","ug/l","MICROGRAM PER LITRE"
5570,"ColfmSurface","Coliforms, Total : Surface","no/ml","NUMBER PER MILLILITRE"
6474,"Cu - M7DyE","Copper : Total moving 7 day emissions","t/ann","TONNES PER ANNUM"
9616,"Cu Settled","Copper, Settled","mg/l","MILLIGRAM PER LITRE"
5380,"PendimethlnD","Pendimethalin : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
2549,"StrepF","Streptococci : Faecal","no/100ml","NUMBER PER HUNDRED MILLILITRES"
6284,"Sigara-falle","Sigara Falleni","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7188,"SILICATE GFC","Silica, GF/C Filtered as SiO2","mg/l","MILLIGRAM PER LITRE"
9426,"Rain24HrDy26","Rainfall : Total daily, 24 Hour : Day 26","mm","MILLIMETRE"
5190,"NdMeAmine D","N-Nitrosodimethylamine : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
2359,"Psud Pres","Pseudomonads : MF : Presumptive","no/100ml","NUMBER PER HUNDRED MILLILITRES"
8332,"Diben[ah]aDW","Dibenzo(a,h)Anthracene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6094,"Nemoura-erra","Nemoura erratica","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
3503,"Phenanthrene","Phenanthrene","ug/m3","Micrograms per cubic metre"
9236,"4tButylPh DW","4-tert-Butylphenol : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8142,"Cl NitTol DW","Chloronitrotoluene : Total Isomers : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
3313,"HCH Gamma","HCH -gamma :- {Lindane}","ng/l","NANOGRAM PER LITRE"
4217,"Methoxyclr L","Methoxychlor, Leachable","ug/l","MICROGRAM PER LITRE"
7980,"Met Grp 25","Metals : Total ( Cd Cr Cu Ni Pb Sn Zn ) : Group 25","mg/l","MILLIGRAM PER LITRE"
8884,"SomColiPhage","Coliphage : Somatic","pfu/l","PLAQUE FORMING UNITS PER L"
7790,"Calc Val 3","OBSOLETE : SAME DET AS 7198 - THUS NOT USED","ug/l","MICROGRAM PER LITRE"
9788,"OptDens@540U","Optical Density at 540 nm, Unfiltered","abs/cm","ABSORPTION PER CENTIMETRE"
4959,"Be - Partic","Beryllium, Particulate","ug/l","MICROGRAM PER LITRE"
9598,"Salm Pres","Salmonella : Presumptive","no/kg","NUMBER PER KILOGRAM"
4769,"TotMePhnlDW","Methylphenols Total : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5913,"SALINE TON P","Preparation : TON, Saline","unitless","UNITLESS VALUE"
6817,"Isodrin DWt","Isodrin : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6627,"Colfm Conf","Coliforms, Total : Confirmed","no/10g","Number per 10 grams"
4389,"EDTA DW","EDTA : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3295,"DDE (OP')","DDE -op","ng/l","NANOGRAM PER LITRE"
6437,"Dinobryon","Dinobryon","pres/nf","PRESENT/NOT FOUND"
4199,"Peridinium","Peridinium","pres/nf","PRESENT/NOT FOUND"
5343,"HxClEthaneDW","Hexachloroethane : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6247,"Chironomidae","Chironomidae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
1418,"Fe (II) WWt","Iron Ferrous : Wet Wt :- { Iron (II) }","mg/kg","MILLIGRAM PER KILOGRAM"
324,"Tin - as Sn","Tin","mg/l","MILLIGRAM PER LITRE"
1038,"1,2-DCP","1,2-Dichloropropane","mg/l","MILLIGRAM PER LITRE"
7011,"HCH (1/2LOD)","HCH : Total","ug/l","MICROGRAM PER LITRE"
6989,"Tebutam","Tebutam :- {Butam}","ug/l","MICROGRAM PER LITRE"
6799,"FlowTot Dy21","Flow : Total daily : Day 21","ml","MEGALITRE"
7943,"MS report Co","Mass Spectrum : Code","unitless","UNITLESS VALUE"
8657,"Monophen tin","Monophenyl Tin","ug/l","MICROGRAM PER LITRE"
3828,"1MePhenan WW","1-Methylphenanthrene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9611,"TertButBenzD","tert-Butylbenzene : Dry Wt :- {(1,1-Dimethylethyl)benzene}","mg/kg","MILLIGRAM PER KILOGRAM"
9421,"Rain24HrDy21","Rainfall : Total daily, 24 Hour : Day 21","mm","MILLIMETRE"
2354,"Psud-a  C-MF","Pseudomonas aeruginosa : Confirmed : MF","no/ml","NUMBER PER MILLILITRE"
9231,"Flow24HrFT31","Flow : Full treatment, 24 Hour : Day 31","ml","MEGALITRE"
4402,"Psud-a C10ml","Pseudomonas aeruginosa : 4d, 30-35C : Confirmed : in 10 ml","pres/nf","PRESENT/NOT FOUND"
3068,"ZeMuDNA Copy","Zebra Mussel (Dreissena polymorpha) DNA copy number","lgn/0.1l","log (10) Gene Copies / 100ml"
1070,"1,3-DCB","1,3-Dichlorobenzene","mg/l","MILLIGRAM PER LITRE"
5306,"c13ClPropanD","cis-1,3-Dichloropropylene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4212,"Para-meth L","Parathion Methyl, Leachable","ug/l","MICROGRAM PER LITRE"
4022,"Methabnzthzn","Methabenzthiazuron","ng/l","NANOGRAM PER LITRE"
9783,"OptDens@490U","Optical Density at 490 nm, Unfiltered","abs/cm","ABSORPTION PER CENTIMETRE"
4954,"U - Partic","Uranium, Particulate","ug/l","MICROGRAM PER LITRE"
3860,"ChlordncsWWT","cis-Chlordane : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
5858,"T. Coliphage","Coliphage : Total","pfu/0.1l","PLAQUE FORMING UNITS PER 100ML"
7906,"Sn ORG PART","Organo Tin : Total, Particulate, 0.8um residue","ng/l","NANOGRAM PER LITRE"
5668,"2ClPhn Lch","2-Chlorophenol, Leachable","ug/l","MICROGRAM PER LITRE"
6812,"HEXACHLORO 1","Hexachlorobutadiene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
3480,"Vanadium","Vanadium","ug/m3","Micrograms per cubic metre"
5478,"BghiPerylnLW","Benzo(g,h,i)Perylene, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6622,"ColfmP 100ul","Coliforms, Total : Presumptive","no/100ul","Number per 100 microlitres"
4384,"DDT op+pp DW","DDT (op + pp) : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6432,"Closterium","Closterium","pres/nf","PRESENT/NOT FOUND"
4194,"PentaClBe L","Pentachlorobenzene, Leachable","ug/l","MICROGRAM PER LITRE"
6242,"Dixidae","Dixidae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
269,"Mercury - Hg","Mercury","mg/l","MILLIGRAM PER LITRE"
8100,"IsoHexAc LDW","iso-Hexanoic acid, Leachable : Dry Wt :- {iso-Caproic acid}","mg/kg","MILLIGRAM PER KILOGRAM"
6984,"PoliovirusT3","Poliovirus : Type 3 : 1=Yes : 0=No","yes/no","YES(1) OR NO(0)"
6794,"FlowTot Dy 9","Flow : Total daily : Day 09","ml","MEGALITRE"
9936,"Pbdi&tSumDWt","Lead, Di- & Tri- Alkyl : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
7698,"TRIAZINES DW","Triazines : Dry Wt as Simazine","mg/kg","MILLIGRAM PER KILOGRAM"
8842,"1,1DiClPrope","1,1-Dichloropropylene :- {1,1-Dichloropropene}","mg/l","MILLIGRAM PER LITRE"
4917,"retention Tm","Retention Time","s","SECOND"
3823,"Sldset5mnopH","Solids, Settleable at 105 C, 5 mins, No pH correction","mg/l","MILLIGRAM PER LITRE"
9556,"m-Cresol","3-Methylphenol :- {m-Cresol}","mg/l","MILLIGRAM PER LITRE"
4727,"BUTOXYETH","Ethylene glycol monobutyl ether :- {2-Butoxyethanol}","ug/m3","Micrograms per cubic metre"
4537,"4BrPhPhEth L","4-Bromophenyl phenyl ether, Leachable","ug/l","MICROGRAM PER LITRE"
3443,"Flufenacet","Flufenacet","ug/l","MICROGRAM PER LITRE"
9176,"Ag leach","Silver, Leachable : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4157,"Triazophos L","Triazophos, Leachable","ug/l","MICROGRAM PER LITRE"
3063,"Weir maOD","Weir setting relative to Ordnance Datum (maOD Newlyn)","m","METRE"
6205,"Leptoceridae","Leptoceridae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7109,"PBB EtherDWt","Pentabromobiphenyl ether : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5111,"2EtHxDiPhPOD","2-Ethylhexyl diphenol phosphate : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6015,"Chromium -Cr","Chromium : Load","t/ann","TONNES PER ANNUM"
6947,"Manoxol OT","Detergents, Anionic as Manoxol OT","ug/l","MICROGRAM PER LITRE"
5853,"1,1,1-TCA LW","1,1,1-Trichloroethane, Leachable : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6757,"Campylobactr","Campylobacter","no/l","NUMBER PER LITRE"
7901,"TMT DRY WT","Trimethyl Tin : Dry Wt as Sn","ug/kg","MICROGRAM PER KILOGRAM"
5663,"3MePhn Lch","3-Methylphenol, Leachable","ug/l","MICROGRAM PER LITRE"
8805,"SIMAZ-desEt","Simazine-desethyl :- {de-ethyl Simazine}","ug/l","MICROGRAM PER LITRE"
7711,"TROUT TOX","Toxicity Test : Trout, 4 Day : Semistatic LC50","%","PERCENTAGE"
9709,"Chloroprene","Chloroprene","ug/l","MICROGRAM PER LITRE"
5473,"PCB 138 LWW","PCB - 138, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6377,"PrecipDlyTot","Weather : Precipitation : Daily Total","mm","MILLIMETRE"
7521,"TRIPHENYLTIN","Triphenyl Tin","ug/l","MICROGRAM PER LITRE"
1548,"Phorate WWt","Phorate : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
8425,"2,4-D IOE","2,4-D Iso Octyl Ester","ng/l","NANOGRAM PER LITRE"
6187,"Pshchomyia-p","Psychomyia pusilla","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9329,"Flow24HrSm29","Flow : Storm, 24 Hour : Day 29","ml","MEGALITRE"
1168,"N Kjeld DWt","Nitrogen, Kjeldahl : Dry Wt as N","g/kg","GRAM PER KILOGRAM"
3406,"Ammonia","Ammonia","ug/l","MICROGRAM PER LITRE"
9139,"ChlorofrmLLd","Chloroform : Low load :- {Trichloromethane}","t/tide","TONNES PER TIDE"
7883,"2D PLAICE","Toxicity Test : Plaice, 2 Day LC50","%","PERCENTAGE"
8787,"SI-NM63S","Suite Indicator : NM63S","unitless","UNITLESS VALUE"
9931,"FormalSample","Formal sample","mg/l","MILLIGRAM PER LITRE"
7693,"PentMeLindan","Pentamethylindane","ug/l","MICROGRAM PER LITRE"
8597,"Titanium DW","Titanium : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3578,"Fluorene","Fluorene","ug/m3","Micrograms per cubic metre"
5816,"TriazophosLW","Triazophos, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9551,"2-Methylisob","2-Methylisoborneol","ng/l","NANOGRAM PER LITRE"
4722,"Acrylonitril","Acrylonitrile","ug/m3","Micrograms per cubic metre"
9361,"2,2[1,2Ethan","Triethylene Glycol {2,2-(1,2-ethanediylbis(oxy))-bisethanol}","ug/l","MICROGRAM PER LITRE"
4532,"4ClPhPhEth L","4-Chlorophenyl phenyl ether, Leachable","ug/l","MICROGRAM PER LITRE"
5436,"Trimethop DW","Trimethoprim Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9171,"SldSus@105Ld","Solids, Suspended at 105 C : Load","t/d","TONNE/DAY"
5246,"Cond25CMiDly","CONDUCTIVITY @ 25C MIN DAILY","us/cm","MICROSIEMENS PER CENTIMETRE"
417,"Fe {II}","Iron Ferrous :- { Iron (II) }","mg/l","MILLIGRAM PER LITRE"
4152,"Mallomonas","Mallomonas","pres/nf","PRESENT/NOT FOUND"
5056,"SO4 2:1 S1 D","Sulphate, L/S 2:1 : 12457-3 Stage 1 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6200,"Ithytricha-l","Ithytrichia lamellaris","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7104,"22455PBB DWt","2,2,4,5,5-Pentabromobiphenyl : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6010,"Cadmium - Cd","Cadmium : Load","kg/ann","KILOGRAM PER ANNUM"
5988,"NitGlycrDW","Nitro-glycerine : Dry Wt :- {NG}","mg/kg","MILLIGRAM PER KILOGRAM"
3990,"Microtox","Microtox Report","text","Text Result"
4894,"24+25DiMePhD","2,4 + 2,5 Dimethylphenol : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5798,"24D LWW","2,4-D, Leachable : Wet Wt :- {2,4-Dichlorophenoxyacetic acid}","ug/kg","MICROGRAM PER KILOGRAM"
6942,"PSA Report-F","Particle Size Analysis : Report filed","unitless","UNITLESS VALUE"
779,"1,2-DCE","1,2-Dichloroethane","mg/l","MILLIGRAM PER LITRE"
6752,"Aldrin DWt","Aldrin : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
8800,"Diclfp acd","Diclofop acid","ug/l","MICROGRAM PER LITRE"
9704,"cpH3.7 CaCO3","Acidity to pH 3.7 as CaCO3","mg/l","MILLIGRAM PER LITRE"
7466,"GSF>212","Grain Size Fraction : > 212 microns","%","PERCENTAGE"
7276,"H2O2","Hydrogen Peroxide","g/l","GRAM PER LITRE"
8420,"GSF >0.125mm","Grain Size Fraction : > 0.125 mm","%","PERCENTAGE"
6182,"Tinodes Sp.","Tinodes sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
1353,"V - Wet Wt","Vanadium : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
9324,"Flow24HrSm24","Flow : Storm, 24 Hour : Day 24","ml","MEGALITRE"
4305,"Carbphenth L","Carbophenothion, Leachable","ug/l","MICROGRAM PER LITRE"
8040,"Met Grp 85","Metals : Total ( Cd Cr Cu Ni Pb Sn Zn ) : Group 85","mg/l","MILLIGRAM PER LITRE"
4115,"Simetryn","Simetryn","ug/l","MICROGRAM PER LITRE"
2999,"Retene a","Retene a","ug/m3","Micrograms per cubic metre"
8972,"TetHydFuran","Tetrahydrofuran :- {THF}","% w/w","Percent Wt/Wt"
9876,"Orthphspht-P","Orthophosphate as P","umol/l","MICROMOLE PER LITRE"
4857,"PFHS DW","Perfluorohexane sulfonate : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8592,"diethylether","Diethyl Ether","ug/l","MICROGRAM PER LITRE"
6905,"SldUs1Hr@105","Solids, unsettleable after 1 hour, at 105 C","mg/l","MILLIGRAM PER LITRE"
4667,"Aroclor1248D","Aroclor 1248 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
